image_id,image_path,label,split,source
Male_Normal-0109.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0109.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1432.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1432.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0978.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0978.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0241.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0241.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0332.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0332.jpg,0,valid,dataset_stage1/no_wound
Female_normal-336.jpg,dataset_stage1/no_wound/Nomal/Female_normal-336.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1651.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1651.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1491.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1491.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1020.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1020.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0916.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0916.jpg,0,valid,dataset_stage1/no_wound
Female_normal-244.jpg,dataset_stage1/no_wound/Nomal/Female_normal-244.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1845.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1845.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1891.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1891.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0250.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0250.jpg,0,valid,dataset_stage1/no_wound
93.jpg,dataset_stage1/no_wound/BG/93.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1690.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1690.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1433.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1433.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0382.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0382.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0035.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0035.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1661.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1661.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1916.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1916.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1833.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1833.jpg,0,valid,dataset_stage1/no_wound
Female_normal-730.jpg,dataset_stage1/no_wound/Nomal/Female_normal-730.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1763.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1763.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1829.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1829.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0461.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0461.jpg,0,valid,dataset_stage1/no_wound
100.jpg,dataset_stage1/no_wound/N/100.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1862.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1862.jpg,0,valid,dataset_stage1/no_wound
49.jpg,dataset_stage1/no_wound/N/49.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0298.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0298.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0746.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0746.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0709.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0709.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1855.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1855.jpg,0,valid,dataset_stage1/no_wound
76.jpg,dataset_stage1/no_wound/N/76.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1794.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1794.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0719.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0719.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1528.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1528.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0602.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0602.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1105.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1105.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0653.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0653.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1925.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1925.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0816.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0816.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1883.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1883.jpg,0,valid,dataset_stage1/no_wound
Female_normal-698.jpg,dataset_stage1/no_wound/Nomal/Female_normal-698.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0118.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0118.jpg,0,valid,dataset_stage1/no_wound
Female_normal-122.jpg,dataset_stage1/no_wound/Nomal/Female_normal-122.jpg,0,valid,dataset_stage1/no_wound
5.jpg,dataset_stage1/no_wound/BG/5.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0809.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0809.jpg,0,valid,dataset_stage1/no_wound
Female_normal-099.jpg,dataset_stage1/no_wound/Nomal/Female_normal-099.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0777.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0777.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1513.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1513.jpg,0,valid,dataset_stage1/no_wound
Female_normal-763.jpg,dataset_stage1/no_wound/Nomal/Female_normal-763.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1487.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1487.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1977.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1977.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0351.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0351.jpg,0,valid,dataset_stage1/no_wound
Female_normal-547.jpg,dataset_stage1/no_wound/Nomal/Female_normal-547.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0073.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0073.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1338.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1338.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0796.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0796.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0893.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0893.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1797.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1797.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0908.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0908.jpg,0,valid,dataset_stage1/no_wound
Female_normal-052.jpg,dataset_stage1/no_wound/Nomal/Female_normal-052.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1412.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1412.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1529.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1529.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0467.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0467.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1324.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1324.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0523.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0523.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1760.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1760.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0892.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0892.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0221.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0221.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0078.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0078.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1286.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1286.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1732.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1732.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1539.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1539.jpg,0,valid,dataset_stage1/no_wound
Female_normal-646.jpg,dataset_stage1/no_wound/Nomal/Female_normal-646.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1687.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1687.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0716.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0716.jpg,0,valid,dataset_stage1/no_wound
Female_normal-047.jpg,dataset_stage1/no_wound/Nomal/Female_normal-047.jpg,0,valid,dataset_stage1/no_wound
Female_normal-221.jpg,dataset_stage1/no_wound/Nomal/Female_normal-221.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1721.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1721.jpg,0,valid,dataset_stage1/no_wound
Female_normal-478.jpg,dataset_stage1/no_wound/Nomal/Female_normal-478.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1075.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1075.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1124.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1124.jpg,0,valid,dataset_stage1/no_wound
Female_normal-261.jpg,dataset_stage1/no_wound/Nomal/Female_normal-261.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1430.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1430.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1776.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1776.jpg,0,valid,dataset_stage1/no_wound
Female_normal-477.jpg,dataset_stage1/no_wound/Nomal/Female_normal-477.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0713.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0713.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0365.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0365.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1743.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1743.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0131.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0131.jpg,0,valid,dataset_stage1/no_wound
Female_normal-668.jpg,dataset_stage1/no_wound/Nomal/Female_normal-668.jpg,0,valid,dataset_stage1/no_wound
55.jpg,dataset_stage1/no_wound/BG/55.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0648.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0648.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1155.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1155.jpg,0,valid,dataset_stage1/no_wound
Female_normal-712.jpg,dataset_stage1/no_wound/Nomal/Female_normal-712.jpg,0,valid,dataset_stage1/no_wound
Female_normal-345.jpg,dataset_stage1/no_wound/Nomal/Female_normal-345.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1441.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1441.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1228.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1228.jpg,0,valid,dataset_stage1/no_wound
Female_normal-480.jpg,dataset_stage1/no_wound/Nomal/Female_normal-480.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0317.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0317.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0247.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0247.jpg,0,valid,dataset_stage1/no_wound
Female_normal-272.jpg,dataset_stage1/no_wound/Nomal/Female_normal-272.jpg,0,valid,dataset_stage1/no_wound
Female_normal-233.jpg,dataset_stage1/no_wound/Nomal/Female_normal-233.jpg,0,valid,dataset_stage1/no_wound
Female_normal-584.jpg,dataset_stage1/no_wound/Nomal/Female_normal-584.jpg,0,valid,dataset_stage1/no_wound
8.jpg,dataset_stage1/no_wound/N/8.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1343.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1343.jpg,0,valid,dataset_stage1/no_wound
Female_normal-279.jpg,dataset_stage1/no_wound/Nomal/Female_normal-279.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1968.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1968.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1139.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1139.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1757.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1757.jpg,0,valid,dataset_stage1/no_wound
Female_normal-542.jpg,dataset_stage1/no_wound/Nomal/Female_normal-542.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0385.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0385.jpg,0,valid,dataset_stage1/no_wound
Female_normal-090.jpg,dataset_stage1/no_wound/Nomal/Female_normal-090.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0940.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0940.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1722.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1722.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1748.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1748.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1407.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1407.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1980.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1980.jpg,0,valid,dataset_stage1/no_wound
7.jpg,dataset_stage1/no_wound/BG/7.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1142.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1142.jpg,0,valid,dataset_stage1/no_wound
Female_normal-123.jpg,dataset_stage1/no_wound/Nomal/Female_normal-123.jpg,0,valid,dataset_stage1/no_wound
96.jpg,dataset_stage1/no_wound/N/96.jpg,0,valid,dataset_stage1/no_wound
94.jpg,dataset_stage1/no_wound/N/94.jpg,0,valid,dataset_stage1/no_wound
Female_normal-611.jpg,dataset_stage1/no_wound/Nomal/Female_normal-611.jpg,0,valid,dataset_stage1/no_wound
66.jpg,dataset_stage1/no_wound/BG/66.jpg,0,valid,dataset_stage1/no_wound
Female_normal-240.jpg,dataset_stage1/no_wound/Nomal/Female_normal-240.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0381.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0381.jpg,0,valid,dataset_stage1/no_wound
Female_normal-413.jpg,dataset_stage1/no_wound/Nomal/Female_normal-413.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0750.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0750.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-1564.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-1564.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0420.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0420.jpg,0,valid,dataset_stage1/no_wound
Female_normal-727.jpg,dataset_stage1/no_wound/Nomal/Female_normal-727.jpg,0,valid,dataset_stage1/no_wound
Male_Normal-0296.jpg,dataset_stage1/no_wound/Nomal/Male_Normal-0296.jpg,0,valid,dataset_stage1/no_wound
30.jpg,dataset_stage1/no_wound/N/30.jpg,0,valid,dataset_stage1/no_wound
Female_normal-012.jpg,dataset_stage1/no_wound/Nomal/Female_normal-012.jpg,0,valid,dataset_stage1/no_wound
